( 5, 0 )
( 12725, 15519 )
( 12730, 15526 )
( 12735, 15532 )
( 12740, 15539 )
( 12745, 15545 )
( 12750, 15552 )
( 12755, 15559 )
( 12760, 15565 )
( 12765, 15572 )
( 12770, 15578 )
( 12775, 15584 )
( 12780, 15590 )
( 12785, 15596 )
( 12790, 15603 )
( 12795, 15610 )
( 12800, 15617 )
( 12805, 15624 )
( 12810, 15630 )
( 12815, 15637 )
( 12820, 15644 )
( 12825, 15652 )
( 12830, 15658 )
( 12835, 15665 )
( 12840, 15672 )
( 12845, 15679 )
( 12850, 15685 )
( 12855, 15692 )
( 12860, 15699 )
( 12865, 15706 )
( 12870, 15713 )
( 12875, 15720 )
( 12880, 15726 )
( 12885, 15733 )
( 12890, 15740 )
( 12895, 15747 )
( 12900, 15754 )
( 12905, 15760 )
( 12910, 15767 )
( 12915, 15773 )
( 12920, 15779 )
( 12925, 15785 )
( 12930, 15792 )
( 12935, 15799 )
( 12940, 15805 )
( 12945, 15811 )
( 12950, 15817 )
( 12955, 15823 )
( 12960, 15829 )
( 12965, 15835 )
( 12970, 15841 )
( 12975, 15847 )
( 12980, 15853 )
( 12985, 15859 )
( 12990, 15866 )
( 12995, 15872 )
( 13000, 15878 )
( 13005, 15885 )
( 13010, 15891 )
( 13015, 15897 )
( 13020, 15903 )
( 13025, 15909 )
( 13030, 15915 )
( 13035, 15922 )
( 13040, 15928 )
( 13045, 15935 )
( 13050, 15941 )
( 13055, 15947 )
( 13060, 15953 )
( 13065, 15959 )
( 13070, 15965 )
( 13075, 15971 )
( 13080, 15976 )
( 13085, 15982 )
( 13090, 15988 )
( 13095, 15993 )
( 13100, 15999 )
( 13105, 16005 )
( 13110, 16011 )
( 13115, 16015 )
( 13120, 16021 )
( 13125, 16027 )
( 13130, 16033 )
( 13135, 16038 )
( 13140, 16044 )
( 13145, 16050 )
( 13150, 16055 )
( 13155, 16061 )
( 13160, 16068 )
( 13165, 16074 )
( 13170, 16080 )
( 13175, 16086 )
( 13180, 16091 )
( 13185, 16097 )
( 13190, 16103 )
( 13195, 16109 )
( 13200, 16115 )
( 13205, 16121 )
( 13210, 16126 )
( 13215, 16132 )
( 13220, 16137 )
( 13225, 16143 )
( 13230, 16149 )
( 13235, 16154 )
( 13240, 16160 )
( 13245, 16166 )
( 13250, 16172 )
( 13255, 16177 )
( 13260, 16183 )
( 13265, 16188 )
( 13270, 16193 )
( 13275, 16199 )
( 13280, 16204 )
( 13285, 16209 )
( 13290, 16214 )
( 13295, 16220 )
( 13300, 16225 )
( 13305, 16231 )
( 13310, 16236 )
( 13315, 16241 )
( 13320, 16247 )
( 13325, 16252 )
( 13330, 16258 )
( 13335, 16264 )
( 13340, 16269 )
( 13345, 16274 )
( 13350, 16280 )
( 13355, 16285 )
( 13360, 16291 )
( 13365, 16297 )
( 13370, 16302 )
( 13375, 16308 )
( 13380, 16314 )
( 13385, 16319 )
( 13390, 16325 )
( 13395, 16330 )
( 13400, 16336 )
( 13405, 16341 )
( 13410, 16347 )
( 13415, 16352 )
( 13420, 16358 )
( 13425, 16363 )
( 13430, 16368 )
( 13435, 16373 )
( 13440, 16379 )
( 13445, 16385 )
( 13450, 16390 )
( 13455, 16396 )
( 13460, 16401 )
( 13465, 16407 )
( 13470, 16413 )
( 13475, 16418 )
( 13480, 16425 )
( 13485, 16431 )
( 13490, 16436 )
( 13495, 16442 )
( 13500, 16447 )
( 13505, 16453 )
( 13510, 16458 )
( 13515, 16464 )
( 13520, 16469 )
( 13525, 16475 )
( 13530, 16481 )
( 13535, 16486 )
( 13540, 16493 )
( 13545, 16498 )
( 13550, 16504 )
( 13555, 16509 )
( 13560, 16514 )
( 13565, 16519 )
( 13570, 16524 )
( 13575, 16530 )
( 13580, 16535 )
( 13585, 16540 )
( 13590, 16546 )
( 13595, 16551 )
( 13600, 16556 )
( 13605, 16562 )
( 13610, 16568 )
( 13615, 16573 )
( 13620, 16579 )
( 13625, 16585 )
( 13630, 16591 )
( 13635, 16596 )
( 13640, 16602 )
( 13645, 16608 )
( 13650, 16613 )
( 13655, 16619 )
( 13660, 16625 )
( 13665, 16630 )
( 13670, 16636 )
( 13675, 16642 )
( 13680, 16649 )
( 13685, 16655 )
( 13690, 16661 )
( 13695, 16667 )
( 13700, 16673 )
( 13705, 16680 )
( 13710, 16686 )
( 13715, 16693 )
( 13720, 16699 )
( 13725, 16706 )
( 13730, 16712 )
( 13735, 16718 )
( 13740, 16723 )
( 13745, 16730 )
( 13750, 16737 )
( 13755, 16743 )
( 13760, 16750 )
( 13765, 16755 )
( 13770, 16762 )
( 13775, 16768 )
( 13780, 16773 )
( 13785, 16779 )
( 13790, 16785 )
( 13795, 16791 )
( 13800, 16797 )
( 13805, 16803 )
( 13810, 16809 )
( 13815, 16815 )
( 13820, 16821 )
( 13825, 16826 )
( 13830, 16832 )
( 13835, 16839 )
( 13840, 16845 )
( 13845, 16851 )
( 13850, 16857 )
( 13855, 16863 )
( 13860, 16869 )
( 13865, 16874 )
( 13870, 16880 )
( 13875, 16886 )
( 13880, 16891 )
( 13885, 16896 )
( 13890, 16902 )
( 13895, 16908 )
( 13900, 16914 )
( 13905, 16920 )
( 13910, 16926 )
( 13915, 16932 )
( 13920, 16939 )
( 13925, 16945 )
( 13930, 16951 )
( 13935, 16957 )
( 13940, 16963 )
( 13945, 16969 )
( 13950, 16975 )
( 13955, 16982 )
( 13960, 16988 )
( 13965, 16993 )
( 13970, 16998 )
( 13975, 17004 )
( 13980, 17010 )
( 13985, 17016 )
( 13990, 17022 )
( 13995, 17027 )
( 14000, 17034 )
( 14005, 17039 )
( 14010, 17045 )
( 14015, 17050 )
( 14020, 17055 )
( 14025, 17061 )
( 14030, 17066 )
( 14035, 17071 )
( 14040, 17077 )
( 14045, 17082 )
( 14050, 17088 )
( 14055, 17094 )
( 14060, 17099 )
( 14065, 17103 )
( 14070, 17108 )
( 14075, 17113 )
( 14080, 17118 )
( 14085, 17122 )
( 14090, 17127 )
( 14095, 17132 )
( 14100, 17136 )
( 14105, 17140 )
( 14110, 17144 )
( 14115, 17149 )
( 14120, 17154 )
( 14125, 17159 )
( 14130, 17164 )
( 14135, 17169 )
( 14140, 17175 )
( 14145, 17179 )
( 14150, 17185 )
( 14155, 17189 )
( 14160, 17195 )
( 14165, 17200 )
( 14170, 17205 )
( 14175, 17210 )
( 14180, 17215 )
( 14185, 17220 )
( 14190, 17225 )
( 14195, 17232 )
( 14200, 17238 )
( 14205, 17243 )
( 14210, 17248 )
( 14215, 17254 )
( 14220, 17259 )
( 14225, 17265 )
( 14230, 17270 )
( 14235, 17275 )
( 14240, 17281 )
( 14245, 17286 )
( 14250, 17291 )
( 14255, 17295 )
( 14260, 17300 )
( 14265, 17305 )
( 14270, 17310 )
( 14275, 17315 )
( 14280, 17320 )
( 14285, 17325 )
( 14290, 17331 )
( 14295, 17336 )
( 14300, 17342 )
( 14305, 17347 )
( 14310, 17353 )
( 14315, 17358 )
( 14320, 17363 )
( 14325, 17368 )
( 14330, 17374 )
( 14335, 17378 )
( 14340, 17383 )
( 14345, 17389 )
( 14350, 17393 )
( 14355, 17399 )
( 14360, 17403 )
( 14365, 17408 )
( 14370, 17413 )
( 14375, 17418 )
( 14380, 17423 )
( 14385, 17428 )
( 14390, 17433 )
( 14395, 17437 )
( 14400, 17443 )
( 14405, 17448 )
( 14410, 17452 )
( 14415, 17457 )
( 14420, 17462 )
( 14425, 17467 )
( 14430, 17472 )
( 14435, 17477 )
( 14440, 17482 )
( 14445, 17487 )
( 14450, 17493 )
( 14455, 17498 )
( 14460, 17504 )
( 14465, 17509 )
( 14470, 17514 )
( 14475, 17519 )
( 14480, 17524 )
( 14485, 17529 )
( 14490, 17534 )
( 14495, 17539 )
( 14500, 17544 )
( 14505, 17548 )
( 14510, 17554 )
( 14515, 17559 )
( 14520, 17564 )
( 14525, 17569 )
( 14530, 17574 )
( 14535, 17579 )
( 14540, 17584 )
( 14545, 17590 )
( 14550, 17595 )
( 14555, 17599 )
( 14560, 17604 )
( 14565, 17609 )
( 14570, 17614 )
( 14575, 17619 )
( 14580, 17624 )
( 14585, 17629 )
( 14590, 17634 )
( 14595, 17638 )
( 14600, 17643 )
( 14605, 17649 )
( 14610, 17654 )
( 14615, 17659 )
( 14620, 17664 )
( 14625, 17670 )
( 14630, 17675 )
( 14635, 17680 )
( 14640, 17686 )
( 14645, 17691 )
( 14650, 17696 )
( 14655, 17702 )
( 14660, 17706 )
( 14665, 17711 )
( 14670, 17715 )
( 14675, 17720 )
( 14680, 17724 )
( 14685, 17729 )
( 14690, 17734 )
( 14695, 17739 )
( 14700, 17744 )
( 14705, 17749 )
( 14710, 17753 )
( 14715, 17758 )
( 14720, 17762 )
( 14725, 17768 )
( 14730, 17772 )
( 14735, 17777 )
( 14740, 17782 )
( 14745, 17787 )
( 14750, 17791 )
( 14755, 17796 )
( 14760, 17801 )
( 14765, 17806 )
( 14770, 17811 )
( 14775, 17815 )
( 14780, 17819 )
( 14785, 17824 )
( 14790, 17828 )
( 14795, 17833 )
( 14800, 17837 )
( 14805, 17841 )
( 14810, 17846 )
( 14815, 17851 )
( 14820, 17856 )
( 14825, 17860 )
( 14830, 17865 )
( 14835, 17869 )
( 14840, 17874 )
( 14845, 17879 )
( 14850, 17883 )
( 14855, 17889 )
( 14860, 17894 )
( 14865, 17899 )
( 14870, 17905 )
( 14875, 17909 )
( 14880, 17914 )
( 14885, 17919 )
( 14890, 17923 )
( 14895, 17928 )
( 14900, 17933 )
( 14905, 17938 )
( 14910, 17943 )
( 14915, 17948 )
( 14920, 17953 )
( 14925, 17958 )
( 14930, 17962 )
( 14935, 17966 )
( 14940, 17971 )
( 14945, 17976 )
( 14950, 17981 )
( 14955, 17985 )
( 14960, 17990 )
( 14965, 17994 )
( 14970, 17998 )
( 14975, 18003 )
( 14980, 18008 )
( 14985, 18012 )
( 14990, 18016 )
( 14995, 18022 )
( 15000, 18026 )
( 15005, 18031 )
( 15010, 18036 )
( 15015, 18041 )
( 15020, 18046 )
( 15025, 18051 )
( 15030, 18055 )
( 15035, 18059 )
( 15040, 18063 )
( 15045, 18068 )
( 15050, 18073 )
( 15055, 18078 )
( 15060, 18082 )
( 15065, 18087 )
( 15070, 18091 )
( 15075, 18095 )
( 15080, 18100 )
( 15085, 18105 )
( 15090, 18109 )
( 15095, 18113 )
( 15100, 18117 )
( 15105, 18121 )
( 15110, 18125 )
( 15115, 18129 )
( 15120, 18133 )
( 15125, 18137 )
( 15130, 18141 )
( 15135, 18145 )
( 15140, 18150 )
( 15145, 18153 )
( 15150, 18157 )
( 15155, 18161 )
( 15160, 18165 )
( 15165, 18169 )
( 15170, 18173 )
( 15175, 18178 )
( 15180, 18182 )
( 15185, 18185 )
( 15190, 18189 )
( 15195, 18192 )
( 15200, 18196 )
( 15205, 18200 )
( 15210, 18203 )
( 15215, 18207 )
( 15220, 18211 )
( 15225, 18214 )
( 15230, 18218 )
( 15235, 18222 )
( 15240, 18226 )
( 15245, 18229 )
( 15250, 18233 )
( 15255, 18237 )
( 15260, 18240 )
( 15265, 18243 )
( 15270, 18247 )
( 15275, 18251 )
( 15280, 18254 )
( 15285, 18258 )
( 15290, 18262 )
( 15295, 18266 )
( 15300, 18269 )
( 15305, 18273 )
( 15310, 18277 )
( 15315, 18280 )
( 15320, 18284 )
( 15325, 18287 )
( 15330, 18291 )
( 15335, 18294 )
( 15340, 18297 )
( 15345, 18300 )
( 15350, 18304 )
( 15355, 18307 )
( 15360, 18310 )
( 15365, 18313 )
( 15370, 18316 )
( 15375, 18320 )
( 15380, 18323 )
( 15385, 18327 )
( 15390, 18330 )
( 15395, 18333 )
( 15400, 18337 )
( 15405, 18340 )
( 15410, 18344 )
( 15415, 18347 )
( 15420, 18350 )
( 15425, 18354 )
( 15430, 18357 )
( 15435, 18361 )
( 15440, 18364 )
( 15445, 18367 )
( 15450, 18370 )
( 15455, 18373 )
( 15460, 18376 )
( 15465, 18379 )
( 15470, 18382 )
( 15475, 18385 )
( 15480, 18388 )
( 15485, 18390 )
( 15490, 18393 )
( 15495, 18395 )
( 15500, 18398 )
( 15505, 18401 )
( 15510, 18404 )
( 15515, 18407 )
( 15520, 18410 )
( 15525, 18412 )
( 15530, 18415 )
( 15535, 18418 )
( 15540, 18421 )
( 15545, 18423 )
( 15550, 18426 )
( 15555, 18429 )
( 15560, 18432 )
( 15565, 18434 )
( 15570, 18437 )
( 15575, 18440 )
( 15580, 18443 )
( 15585, 18446 )
( 15590, 18449 )
( 15595, 18452 )
( 15600, 18454 )
( 15605, 18457 )
( 15610, 18459 )
( 15615, 18462 )
( 15620, 18465 )
( 15625, 18467 )
( 15630, 18470 )
( 15635, 18473 )
( 15640, 18476 )
( 15645, 18478 )
( 15650, 18481 )
( 15655, 18484 )
( 15660, 18487 )
( 15665, 18490 )
( 15670, 18492 )
( 15675, 18495 )
( 15680, 18498 )
( 15685, 18500 )
( 15690, 18502 )
( 15695, 18504 )
( 15700, 18507 )
( 15705, 18509 )
( 15710, 18511 )
( 15715, 18513 )
( 15720, 18516 )
( 15725, 18518 )
( 15730, 18521 )
( 15735, 18523 )
( 15740, 18527 )
( 15745, 18529 )
( 15750, 18531 )
( 15755, 18534 )
( 15760, 18537 )
( 15765, 18539 )
( 15770, 18542 )
( 15775, 18545 )
( 15780, 18549 )
( 15785, 18552 )
( 15790, 18555 )
( 15795, 18557 )
( 15800, 18560 )
( 15805, 18563 )
( 15810, 18566 )
( 15815, 18569 )
( 15820, 18572 )
( 15825, 18575 )
( 15830, 18578 )
( 15835, 18581 )
( 15840, 18584 )
( 15845, 18587 )
( 15850, 18589 )
( 15855, 18592 )
( 15860, 18595 )
( 15865, 18599 )
( 15870, 18602 )
( 15875, 18604 )
( 15880, 18608 )
( 15885, 18611 )
( 15890, 18613 )
( 15895, 18616 )
( 15900, 18619 )
( 15905, 18622 )
( 15910, 18626 )
( 15915, 18629 )
( 15920, 18632 )
( 15925, 18636 )
( 15930, 18639 )
( 15935, 18642 )
( 15940, 18646 )
( 15945, 18649 )
( 15950, 18652 )
( 15955, 18656 )
( 15960, 18660 )
( 15965, 18663 )
( 15970, 18665 )
( 15975, 18668 )
( 15980, 18672 )
( 15985, 18675 )
( 15990, 18677 )
( 15995, 18680 )
( 16000, 18684 )
( 16005, 18687 )
( 16010, 18691 )
( 16015, 18694 )
( 16020, 18697 )
( 16025, 18700 )
( 16030, 18702 )
( 16035, 18705 )
( 16040, 18708 )
( 16045, 18712 )
( 16050, 18715 )
( 16055, 18718 )
( 16060, 18722 )
( 16065, 18725 )
( 16070, 18729 )
( 16075, 18732 )
( 16080, 18736 )
( 16085, 18739 )
( 16090, 18741 )
( 16095, 18744 )
( 16100, 18747 )
( 16105, 18750 )
( 16110, 18754 )
( 16115, 18758 )
( 16120, 18761 )
( 16125, 18764 )
( 16130, 18768 )
( 16135, 18772 )
( 16140, 18776 )
( 16145, 18780 )
( 16150, 18784 )
( 16155, 18788 )
( 16160, 18791 )
( 16165, 18794 )
( 16170, 18797 )
( 16175, 18800 )
( 16180, 18803 )
( 16185, 18807 )
( 16190, 18810 )
( 16195, 18814 )
( 16200, 18817 )
( 16205, 18821 )
( 16210, 18824 )
( 16215, 18828 )
( 16220, 18831 )
( 16225, 18835 )
( 16230, 18839 )
( 16235, 18843 )
( 16240, 18846 )
( 16245, 18849 )
( 16250, 18853 )
( 16255, 18857 )
( 16260, 18862 )
( 16265, 18866 )
( 16270, 18870 )
( 16275, 18874 )
( 16280, 18878 )
( 16285, 18881 )
( 16290, 18884 )
( 16295, 18888 )
( 16300, 18891 )
( 16305, 18894 )
( 16310, 18897 )
( 16315, 18900 )
( 16320, 18903 )
( 16325, 18906 )
( 16330, 18910 )
( 16335, 18913 )
( 16340, 18917 )
( 16345, 18919 )
( 16350, 18922 )
( 16355, 18925 )
( 16360, 18928 )
( 16365, 18932 )
( 16370, 18936 )
( 16375, 18940 )
( 16380, 18944 )
( 16385, 18949 )
( 16390, 18952 )
( 16395, 18957 )
( 16400, 18961 )
( 16405, 18966 )
( 16410, 18970 )
( 16415, 18974 )
( 16420, 18978 )
( 16425, 18981 )
( 16430, 18985 )
( 16435, 18989 )
( 16440, 18993 )
( 16445, 18997 )
( 16450, 19002 )
( 16455, 19007 )
( 16460, 19010 )
( 16465, 19014 )
( 16470, 19018 )
( 16475, 19022 )
( 16480, 19025 )
( 16485, 19029 )
( 16490, 19033 )
( 16495, 19037 )
( 16500, 19041 )
( 16505, 19047 )
( 16510, 19051 )
( 16515, 19055 )
( 16520, 19059 )
( 16525, 19062 )
( 16530, 19066 )
( 16535, 19070 )
( 16540, 19074 )
( 16545, 19078 )
( 16550, 19082 )
( 16555, 19086 )
( 16560, 19090 )
( 16565, 19094 )
( 16570, 19098 )
( 16575, 19102 )
( 16580, 19107 )
( 16585, 19112 )
( 16590, 19117 )
( 16595, 19121 )
( 16600, 19125 )
( 16605, 19129 )
( 16610, 19135 )
( 16615, 19139 )
( 16620, 19143 )
( 16625, 19147 )
( 16630, 19151 )
( 16635, 19155 )
( 16640, 19159 )
( 16645, 19164 )
( 16650, 19169 )
( 16655, 19173 )
( 16660, 19178 )
( 16665, 19183 )
( 16670, 19188 )
( 16675, 19192 )
( 16680, 19196 )
( 16685, 19199 )
( 16690, 19204 )
( 16695, 19208 )
( 16700, 19212 )
( 16705, 19216 )
( 16710, 19221 )
( 16715, 19226 )
( 16720, 19231 )
( 16725, 19236 )
( 16730, 19241 )
( 16735, 19246 )
( 16740, 19251 )
( 16745, 19255 )
( 16750, 19261 )
( 16755, 19266 )
( 16760, 19271 )
( 16765, 19277 )
( 16770, 19282 )
( 16775, 19287 )
( 16780, 19293 )
( 16785, 19298 )
( 16790, 19303 )
( 16795, 19309 )
( 16800, 19314 )
( 16805, 19319 )
( 16810, 19324 )
( 16815, 19329 )
( 16820, 19334 )
( 16825, 19339 )
( 16830, 19345 )
( 16835, 19351 )
( 16840, 19356 )
( 16845, 19361 )
( 16850, 19366 )
( 16855, 19372 )
( 16860, 19376 )
( 16865, 19381 )
( 16870, 19386 )
( 16875, 19391 )
( 16880, 19397 )
( 16885, 19402 )
( 16890, 19408 )
( 16895, 19412 )
( 16900, 19417 )
( 16905, 19423 )
( 16910, 19429 )
( 16915, 19434 )
( 16920, 19440 )
( 16925, 19446 )
( 16930, 19452 )
( 16935, 19457 )
( 16940, 19462 )
( 16945, 19468 )
( 16950, 19474 )
( 16955, 19480 )
( 16960, 19486 )
( 16965, 19492 )
( 16970, 19498 )
( 16975, 19504 )
( 16980, 19509 )
( 16985, 19516 )
( 16990, 19523 )
( 16995, 19529 )
( 17000, 19535 )
( 17005, 19541 )
( 17010, 19547 )
( 17015, 19553 )
( 17020, 19559 )
( 17025, 19565 )
( 17030, 19572 )
( 17035, 19579 )
( 17040, 19585 )
( 17045, 19592 )
( 17050, 19598 )
( 17055, 19604 )
( 17060, 19609 )
( 17065, 19614 )
( 17070, 19620 )
( 17075, 19626 )
( 17080, 19632 )
( 17085, 19638 )
( 17090, 19646 )
( 17095, 19652 )
( 17100, 19658 )
( 17105, 19665 )
( 17110, 19671 )
( 17115, 19677 )
( 17120, 19682 )
( 17125, 19689 )
( 17130, 19695 )
( 17135, 19701 )
( 17140, 19707 )
( 17145, 19714 )
( 17150, 19721 )
( 17155, 19727 )
( 17160, 19733 )
( 17165, 19740 )
( 17170, 19748 )
( 17175, 19754 )
( 17180, 19760 )
( 17185, 19766 )
( 17190, 19773 )
( 17195, 19779 )
( 17200, 19785 )
( 17205, 19792 )
( 17210, 19797 )
( 17215, 19803 )
( 17220, 19810 )
( 17225, 19816 )
( 17230, 19822 )
( 17235, 19828 )
( 17240, 19834 )
( 17245, 19841 )
( 17250, 19847 )
( 17255, 19854 )
( 17260, 19861 )
( 17265, 19868 )
( 17270, 19874 )
( 17275, 19882 )
( 17280, 19889 )
( 17285, 19896 )
( 17290, 19903 )
( 17295, 19909 )
( 17300, 19916 )
( 17305, 19923 )
( 17310, 19929 )
( 17315, 19936 )
( 17320, 19942 )
( 17325, 19949 )
( 17330, 19956 )
( 17335, 19962 )
( 17340, 19969 )
( 17345, 19975 )
( 17350, 19982 )
( 17355, 19989 )
( 17360, 19996 )
( 17365, 20002 )
( 17370, 20009 )
( 17375, 20015 )
( 17380, 20021 )
( 17385, 20028 )
( 17390, 20034 )
( 17395, 20041 )
( 17400, 20048 )
( 17405, 20054 )
( 17410, 20059 )
( 17415, 20066 )
( 17420, 20073 )
( 17425, 20078 )
( 17430, 20084 )
( 17435, 20091 )
( 17440, 20098 )
( 17445, 20105 )
( 17450, 20110 )
( 17455, 20116 )
( 17460, 20122 )
( 17465, 20128 )
( 17470, 20135 )
( 17475, 20141 )
( 17480, 20148 )
( 17485, 20154 )
( 17490, 20160 )
( 17495, 20168 )
( 17500, 20174 )
( 17505, 20180 )
( 17510, 20187 )
( 17515, 20193 )
( 17520, 20199 )
( 17525, 20205 )
( 17530, 20211 )
( 17535, 20217 )
( 17540, 20222 )
( 17545, 20229 )
( 17550, 20234 )
( 17555, 20240 )
( 17560, 20246 )
( 17565, 20251 )
( 17570, 20257 )
( 17575, 20263 )
( 17580, 20270 )
( 17585, 20276 )
( 17590, 20283 )
( 17595, 20289 )
( 17600, 20295 )
( 17605, 20302 )
( 17610, 20308 )
( 17615, 20315 )
( 17620, 20321 )
( 17625, 20328 )
( 17630, 20334 )
( 17635, 20341 )
( 17640, 20347 )
( 17645, 20354 )
( 17650, 20360 )
( 17655, 20367 )
( 17660, 20374 )
( 17665, 20380 )
( 17670, 20386 )
( 17675, 20393 )
( 17680, 20399 )
( 17685, 20406 )
( 17690, 20412 )
( 17695, 20418 )
( 17700, 20425 )
( 17705, 20431 )
( 17710, 20438 )
( 17715, 20444 )
( 17720, 20451 )
( 17725, 20458 )
( 17730, 20465 )
( 17735, 20472 )
( 17740, 20479 )
( 17745, 20485 )
( 17750, 20491 )
( 17755, 20498 )
( 17760, 20505 )
( 17765, 20511 )
( 17770, 20518 )
( 17775, 20524 )
( 17780, 20531 )
( 17785, 20537 )
( 17790, 20544 )
( 17795, 20551 )
( 17800, 20558 )
( 17805, 20564 )
( 17810, 20571 )
( 17815, 20578 )
( 17820, 20584 )
( 17825, 20590 )
( 17830, 20597 )
( 17835, 20604 )
( 17840, 20610 )
( 17845, 20617 )
( 17850, 20623 )
( 17855, 20630 )
( 17860, 20636 )
( 17865, 20641 )
( 17870, 20647 )
( 17875, 20652 )
( 17880, 20658 )
( 17885, 20665 )
( 17890, 20671 )
( 17895, 20677 )
( 17900, 20684 )
( 17905, 20691 )
( 17910, 20697 )
( 17915, 20704 )
( 17920, 20711 )
( 17925, 20718 )
( 17930, 20724 )
( 17935, 20732 )
( 17940, 20740 )
( 17945, 20748 )
( 17950, 20755 )
( 17955, 20763 )
( 17960, 20769 )
( 17965, 20776 )
( 17970, 20784 )
( 17975, 20791 )
( 17980, 20798 )
( 17985, 20805 )
( 17990, 20811 )
( 17995, 20818 )
( 18000, 20825 )
( 18005, 20832 )
( 18010, 20839 )
( 18015, 20845 )
( 18020, 20852 )
( 18025, 20859 )
( 18030, 20866 )
( 18035, 20873 )
( 18040, 20880 )
( 18045, 20887 )
( 18050, 20893 )
( 18055, 20899 )
( 18060, 20905 )
( 18065, 20911 )
( 18070, 20918 )
( 18075, 20925 )
( 18080, 20932 )
( 18085, 20939 )
( 18090, 20946 )
( 18095, 20952 )
( 18100, 20958 )
( 18105, 20965 )
( 18110, 20971 )
( 18115, 20978 )
( 18120, 20985 )
( 18125, 20992 )
( 18130, 20998 )
( 18135, 21004 )
( 18140, 21010 )
( 18145, 21015 )
( 18150, 21022 )
( 18155, 21028 )
( 18160, 21034 )
( 18165, 21041 )
( 18170, 21047 )
( 18175, 21053 )
( 18180, 21059 )
( 18185, 21065 )
( 18190, 21070 )
( 18195, 21076 )
( 18200, 21082 )
( 18205, 21088 )
( 18210, 21094 )
( 18215, 21099 )
( 18220, 21105 )
( 18225, 21111 )
( 18230, 21117 )
( 18235, 21123 )
( 18240, 21130 )
( 18245, 21136 )
( 18250, 21143 )
( 18255, 21150 )
( 18260, 21158 )
( 18265, 21165 )
( 18270, 21171 )
( 18275, 21178 )
( 18280, 21184 )
( 18285, 21190 )
( 18290, 21196 )
( 18295, 21203 )
( 18300, 21209 )
( 18305, 21216 )
( 18310, 21222 )
( 18315, 21228 )
( 18320, 21234 )
( 18325, 21241 )
( 18330, 21246 )
( 18335, 21252 )
( 18340, 21258 )
( 18345, 21264 )
( 18350, 21270 )
( 18355, 21276 )
( 18360, 21283 )
( 18365, 21289 )
( 18370, 21296 )
( 18375, 21303 )
( 18380, 21309 )
( 18385, 21316 )
( 18390, 21324 )
( 18395, 21330 )
( 18400, 21337 )
( 18405, 21344 )
( 18410, 21351 )
( 18415, 21358 )
( 18420, 21364 )
( 18425, 21370 )
( 18430, 21376 )
( 18435, 21382 )
( 18440, 21389 )
( 18445, 21395 )
( 18450, 21401 )
( 18455, 21408 )
( 18460, 21414 )
( 18465, 21420 )
( 18470, 21426 )
( 18475, 21432 )
( 18480, 21439 )
( 18485, 21446 )
( 18490, 21453 )
( 18495, 21459 )
( 18500, 21465 )
( 18505, 21472 )
( 18510, 21479 )
( 18515, 21486 )
( 18520, 21492 )
( 18525, 21498 )
( 18530, 21505 )
( 18535, 21512 )
( 18540, 21519 )
( 18545, 21525 )
( 18550, 21532 )
( 18555, 21538 )
( 18560, 21544 )
( 18565, 21551 )
( 18570, 21557 )
( 18575, 21564 )
( 18580, 21570 )
( 18585, 21576 )
( 18590, 21583 )
( 18595, 21589 )
( 18600, 21594 )
( 18605, 21600 )
( 18610, 21606 )
( 18615, 21612 )
( 18620, 21617 )
( 18625, 21623 )
( 18630, 21629 )
( 18635, 21635 )
( 18640, 21640 )
( 18645, 21646 )
( 18650, 21651 )
( 18655, 21657 )
( 18660, 21663 )
( 18665, 21668 )
( 18670, 21674 )
( 18675, 21680 )
( 18680, 21686 )
( 18685, 21692 )
( 18690, 21699 )
( 18695, 21705 )
( 18700, 21712 )
( 18705, 21718 )
( 18710, 21723 )
( 18715, 21728 )
( 18720, 21734 )
( 18725, 21740 )
( 18730, 21745 )
( 18735, 21750 )
( 18740, 21756 )
( 18745, 21762 )
( 18750, 21767 )
( 18755, 21773 )
( 18760, 21779 )
( 18765, 21784 )
( 18770, 21790 )
( 18775, 21795 )
( 18780, 21799 )
( 18785, 21805 )
( 18790, 21810 )
( 18795, 21815 )
( 18800, 21820 )
( 18805, 21825 )
( 18810, 21830 )
( 18815, 21835 )
( 18820, 21841 )
( 18825, 21846 )
( 18830, 21851 )
( 18835, 21856 )
( 18840, 21861 )
( 18845, 21866 )
( 18850, 21872 )
( 18855, 21876 )
( 18860, 21881 )
( 18865, 21887 )
( 18870, 21892 )
( 18875, 21897 )
( 18880, 21903 )
( 18885, 21908 )
( 18890, 21914 )
( 18895, 21919 )
( 18900, 21925 )
( 18905, 21930 )
( 18910, 21936 )
( 18915, 21941 )
( 18920, 21946 )
( 18925, 21952 )
( 18930, 21957 )
( 18935, 21963 )
( 18940, 21968 )
( 18945, 21974 )
( 18950, 21979 )
( 18955, 21984 )
( 18960, 21990 )
( 18965, 21994 )
( 18970, 21999 )
( 18975, 22005 )
( 18980, 22011 )
( 18985, 22016 )
( 18990, 22022 )
( 18995, 22028 )
( 19000, 22034 )
( 19005, 22040 )
( 19010, 22046 )
( 19015, 22052 )
( 19020, 22058 )
( 19025, 22063 )
( 19030, 22068 )
( 19035, 22074 )
( 19040, 22080 )
( 19045, 22085 )
( 19050, 22091 )
( 19055, 22097 )
( 19060, 22103 )
( 19065, 22108 )
( 19070, 22114 )
( 19075, 22119 )
